"date","PX_LAST","PUT_CALL_OPEN_INTEREST_RATIO","EQY_INST_PCT_SH_OUT","PX_VOLUME"
1994-06-26,NA,NA,NA,NA
1994-06-27,98.95,NA,NA,NA
1994-06-28,98.54,NA,NA,NA
1994-06-29,98.75,NA,NA,NA
1994-06-30,98.1,NA,NA,NA
1994-07-01,98.48,NA,NA,NA
1994-07-02,NA,NA,NA,NA
1994-07-03,NA,NA,NA,NA
1994-07-05,98.27,NA,NA,NA
1994-07-06,98.59,NA,NA,NA
1994-07-07,98.78,NA,NA,NA
1994-07-08,99.29,NA,NA,NA
1994-07-09,NA,NA,NA,NA
1994-07-10,NA,NA,NA,NA
1994-07-11,99.23,NA,NA,NA
1994-07-12,99.23,NA,NA,NA
1994-07-13,99.32,NA,NA,NA
1994-07-14,100.44,NA,NA,NA
1994-07-15,101.32,NA,NA,NA
1994-07-16,NA,NA,NA,NA
1994-07-17,NA,NA,NA,NA
1994-07-18,101.89,NA,NA,NA
1994-07-19,102.47,NA,NA,NA
1994-07-20,101.93,NA,NA,NA
1994-07-21,101.91,NA,NA,NA
1994-07-22,102.13,NA,NA,NA
1994-07-23,NA,NA,NA,NA
1994-07-24,NA,NA,NA,NA
1994-07-25,102.31,NA,NA,NA
1994-07-26,102.47,NA,NA,NA
1994-07-27,102,NA,NA,NA
1994-07-28,102.08,NA,NA,NA
1994-07-29,102.86,NA,NA,NA
1994-07-30,NA,NA,NA,NA
1994-07-31,NA,NA,NA,NA
1994-08-01,104.08,NA,NA,NA
1994-08-02,104.65,NA,NA,NA
1994-08-03,105.16,NA,NA,NA
1994-08-04,104.47,NA,NA,NA
1994-08-05,103.9,NA,NA,NA
1994-08-06,NA,NA,NA,NA
1994-08-07,NA,NA,NA,NA
1994-08-08,103.8,NA,NA,NA
1994-08-09,104.06,NA,NA,NA
1994-08-10,104.32,NA,NA,NA
1994-08-11,103.54,NA,NA,NA
1994-08-12,103.46,NA,NA,NA
1994-08-13,NA,NA,NA,NA
1994-08-14,NA,NA,NA,NA
1994-08-15,102.97,NA,NA,NA
1994-08-16,103.44,NA,NA,NA
1994-08-17,102.6,NA,NA,NA
1994-08-18,102.38,NA,NA,NA
1994-08-19,102.49,NA,NA,NA
1994-08-20,NA,NA,NA,NA
1994-08-21,NA,NA,NA,NA
1994-08-22,102.22,NA,NA,NA
1994-08-23,102.53,NA,NA,NA
1994-08-24,104.8,NA,NA,NA
1994-08-25,104.47,NA,NA,NA
1994-08-26,106.08,NA,NA,NA
1994-08-27,NA,NA,NA,NA
1994-08-28,NA,NA,NA,NA
1994-08-29,107.37,NA,NA,NA
1994-08-30,108.44,NA,NA,NA
1994-08-31,108.81,NA,NA,NA
1994-09-01,108.15,NA,NA,NA
1994-09-02,107.79,NA,NA,NA
1994-09-03,NA,NA,NA,NA
1994-09-04,NA,NA,NA,NA
1994-09-06,107.92,NA,NA,NA
1994-09-07,107.42,NA,NA,NA
1994-09-08,108.22,NA,NA,NA
1994-09-09,107.08,NA,NA,NA
1994-09-10,NA,NA,NA,NA
1994-09-11,NA,NA,NA,NA
1994-09-12,106.71,NA,NA,NA
1994-09-13,107.35,NA,NA,NA
1994-09-14,107.3,NA,NA,NA
1994-09-15,108.34,NA,NA,NA
1994-09-16,108.74,NA,NA,NA
1994-09-17,NA,NA,NA,NA
1994-09-18,NA,NA,NA,NA
1994-09-19,109.64,NA,NA,NA
1994-09-20,107.96,NA,NA,NA
1994-09-21,107.19,NA,NA,NA
1994-09-22,107.14,NA,NA,NA
1994-09-23,107.85,NA,NA,NA
1994-09-24,NA,NA,NA,NA
1994-09-25,NA,NA,NA,NA
1994-09-26,107.8,NA,NA,NA
1994-09-27,108.42,NA,NA,NA
1994-09-28,109.61,NA,NA,NA
1994-09-29,109.16,NA,NA,NA
1994-09-30,108.69,NA,NA,NA
1994-10-01,NA,NA,NA,NA
1994-10-02,NA,NA,NA,NA
1994-10-03,108.25,NA,NA,NA
1994-10-04,106.19,NA,NA,NA
1994-10-05,105.03,NA,NA,NA
1994-10-06,104.73,NA,NA,NA
1994-10-07,104.65,NA,NA,NA
1994-10-08,NA,NA,NA,NA
1994-10-09,NA,NA,NA,NA
1994-10-10,105.76,NA,NA,NA
1994-10-11,106.38,NA,NA,NA
1994-10-12,106.05,NA,NA,NA
1994-10-13,106.67,NA,NA,NA
